74,Bright Future Fund,"Ceteris ab hoc, qui eum unum secutus esset, nollem vituperatum. Iam in altera philosophiae parte. Quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. Tollit definitiones, nihil de dividendo ac partiendo docet.",active,722-38-4663,J,0,2023-10-10T19:16:07+00:00,2023-10-27T00:58:56+00:00
75,Hope and Love Charity,"Conficiuntur et angore et metu maximeque cruciantur, cum sero sentiunt frustra se aut pecuniae studuisse aut imperiis aut opibus aut gloriae. Nullas enim consequuntur voluptates, quarum potiendi spe inflammati multos labores magnosque susceperant. Ecce autem alii minuti et angusti aut omnia semper desperantes aut malivoli, invidi, difficiles, lucifugi, maledici, monstruosi, alii autem etiam amatoriis levitatibus dediti, alii petulantes, alii audaces, protervi, idem intemperantes et ignavi, numquam in sententia permanentes, quas ob causas in eorum vita nulla est intercapedo molestiae. Igitur neque.",inactive,282-28-1082,G,1,2024-09-07T06:38:10+00:00,2024-05-28T05:45:14+00:00
76,Helping Hands Foundation,"Amicitiae praesidium esse firmissimum.' Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur. Itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut, etiamsi nulla sit causa peccandi. Quae enim cupiditates a natura ipsa iudicari. Ea quid percipit aut quid malum, sensu iudicari, sed animo etiam ac ratione intellegi posse et voluptatem ipsam per se ipsas tam expetendas, quam nostras expeteremus, quo loco videtur quibusdam.",inactive,622-51-8922,G,1,2023-11-07T10:06:15+00:00,2024-09-03T14:04:17+00:00
77,Compassion Outreach,"Facillime perspici potest: Constituamus aliquem magnis, multis, perpetuis fruentem et animo et attento intuemur, tum fit ut aegritudo sequatur, si illa mala sint, laetitia, si bona. O praeclaram beate vivendi et apertam et simplicem et directam viam! Cum enim certe nihil homini possit melius esse quam vacare omni.",inactive,862-56-9813,G,0,2024-05-17T11:51:20+00:00,2024-08-11T00:26:18+00:00
78,Helping Hands Foundation,"Nulli patriam, plerique autem se ipsos penitus perdiderunt, sic robustus animus et a spe pariendarum voluptatum seiungi non potest. Atque ut odia, invidiae, despicationes adversantur voluptatibus, sic amicitiae non posse reperiri. Quapropter si ea, quae hoc non minus declarant, sed videntur leviora, veniamus. Quid tibi, Torquate, quid huic Triario litterae, quid historiae cognitioque rerum, quid poetarum evolutio, quid tanta tot.",inactive,291-47-2832,J,0,2023-11-06T13:30:54+00:00,2024-02-10T18:28:25+00:00
79,Community Care Initiative,"Sensibus; qui si omnes atomi declinabunt, nullae umquam cohaerescent, sive aliae.",deleted,147-96-1376,G,0,2024-04-06T13:32:26+00:00,2024-06-07T04:34:16+00:00
80,Change Makers Association,"Sunt, haec explicari non placebit Latine? Quid? Si nos non interpretum fungimur munere, sed tuemur ea, quae senserit ille, tibi non vera videantur. Vide, quantum, inquam, fallare, Torquate. Oratio me istius philosophi non offendit; nam et praeterita grate meminit et praesentibus ita potitur, ut animadvertat quanta sint ea quamque iucunda, neque pendet ex futuris, sed expectat illa, fruitur praesentibus ab iisque M. Brutus dissentiet -- quod et posse fieri intellegimus et saepe etiam legum iudiciorumque poenis obligantur. Qui autem ita frui volunt voluptatibus, ut nulli propter eas consequantur dolores, et qui.",active,587-70-0203,P,0,2023-11-26T01:13:57+00:00,2024-05-09T09:51:57+00:00
81,United Charities Alliance,"Aliquos futuros suspicor, qui me.",inactive,397-45-1905,G,1,2024-01-17T00:47:19+00:00,2023-10-08T09:20:09+00:00
82,Network of Kindness,"Suo, geometrica discere maluisset quam illum etiam ipsum dedocere. Sol Democrito magnus videtur, quippe homini.",inactive,919-32-6698,M,1,2024-09-11T18:11:33+00:00,2024-05-13T12:13:51+00:00
83,Hope and Love Charity,"Si omnes veri erunt, ut Epicuri ratio docet, tum denique poterit aliquid cognosci et percipi. Quos qui tollunt.",inactive,443-30-0810,E,1,2024-08-21T22:52:32+00:00,2024-06-02T03:04:56+00:00
84,Network of Kindness,"Sit bonum, affirmatis nullam omnino fore. De qua omne certamen est? Tuo vero id quidem, inquam, arbitratu. Sic faciam igitur, inquit: unam rem explicabo, eamque maximam, de physicis alias, et quidem tibi et declinationem istam atomorum et magnitudinem solis probabo et Democriti errata ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, accedere? Statue contra aliquem confectum tantis animi corporisque doloribus, quanti in hominem maximi cadere possunt, nulla spe proposita fore levius aliquando, nulla praeterea neque praesenti nec expectata voluptate, quid eo miserius dici aut fingi potest? Quodsi vita doloribus referta maxime.",inactive,168-36-5936,V,0,2024-01-27T20:48:52+00:00,2024-01-31T22:31:10+00:00
85,Compassion Outreach,"In mente consedit, hoc ipso, quod adest, turbulenta est; si vero molita quippiam est.",deleted,237-96-7125,M,1,2024-02-09T10:35:38+00:00,2024-03-26T08:21:20+00:00
86,Helping Hands Foundation,"Affirmatis nullam omnino fore. De qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse prosperum nisi voluptatem, nihil.",active,310-27-0318,E,0,2024-02-28T03:02:16+00:00,2024-09-14T12:22:14+00:00
87,Hope and Love Charity,"Liberabuntur: istae enim vestrae eximiae pulchraeque virtutes nisi voluptatem efficerent, quis eas aut laudabilis aut expetendas arbitraretur? Ut enim mortis metu omnis quietae vitae status perturbatur, et ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est, ob eamque debilitatem animi multi parentes, multi amicos, non nulli patriam, plerique autem se ipsos penitus perdiderunt, sic robustus animus et a spe pariendarum voluptatum seiungi non potest. Atque ut odia, invidiae, despicationes adversantur voluptatibus.",inactive,934-90-5512,J,1,2024-05-29T00:20:02+00:00,2024-03-04T12:59:57+00:00
88,Helping Hands Foundation,"In quibusdam neque pecuniae modus est ullus investigandi veri, nisi inveneris, et quaerendi defatigatio turpis est, cum id, quod quaeritur.",inactive,668-48-4634,M,1,2024-04-22T21:29:18+00:00,2024-05-30T23:51:37+00:00
89,Compassion Outreach,"Inmensae et inanes divitiarum, gloriae, dominationis, libidinosarum etiam voluptatum. Accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis hominum non intellegentium nihil dolendum esse.",deleted,563-56-1382,J,0,2024-07-22T10:56:26+00:00,2024-02-10T15:21:55+00:00
90,Together We Thrive,"Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita res se habeat. Nam si ea sola voluptas esset, quae quasi delapsa de caelo est ad quiete vivendum, caritatem, praesertim cum omnino nulla sit utilitas ex amicitia, tamen ipsi amici propter se esse fugiendum. Itaque aiunt hanc quasi naturalem atque insitam in animis nostris inesse notionem, ut alterum esse appetendum, alterum aspernandum sentiamus. Alii autem, quibus ego assentior, cum a philosophis compluribus permulta dicantur, cur nec voluptas in bonis sit numeranda nec in malis dolor, non existimant oportere nimium nos causae confidere.",deleted,687-12-3817,J,1,2024-04-18T06:51:23+00:00,2023-11-07T15:59:58+00:00
91,Bright Future Fund,"Contra mortis timorem et constantia contra metum religionis et sedatio animi omnium rerum occultarum ignoratione sublata et moderatio natura cupiditatum generibusque earum explicatis, et, ut modo docui, cognitionis regula et iudicio ab eadem.",active,632-48-4009,G,1,2024-08-03T20:51:40+00:00,2024-07-29T20:19:24+00:00
92,Helping Hands Foundation,"Sic enim ab Epicuro reprehensa et correcta permulta. Nunc dicam de voluptate, a meque ei responsum, cum C.",deleted,647-86-1407,G,0,2024-09-01T18:19:04+00:00,2024-07-03T16:01:51+00:00
93,Bright Future Fund,"Nec necessariae. Quarum ea ratio est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames sitisque depulsa est, ipsa detractio molestiae consecutionem affert voluptatis, sic in omni re doloris amotio successionem efficit voluptatis. Itaque non placuit Epicuro medium esse quiddam inter dolorem et voluptatem; illud enim ipsum, quod quibusdam medium videretur, cum omni dolore et molestia perfruique maximis et animi et molestiam dolor afferat, eorum tamen utrumque et ortum esse e corpore et ad usus civium non inutile, nosque ea.",inactive,043-18-3536,G,0,2024-06-22T17:21:57+00:00,2024-06-11T19:39:39+00:00
94,United Charities Alliance,"Alienae modum statuat industriae? Nam ut Terentianus Chremes non inhumanus, qui novum vicinum non vult 'fodere aut arare aut aliquid ferre denique' -- non enim illum ab industria, sed ab inliberali labore deterret --, sic isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est difficilius satis facere, qui se plane Graecum dici velit, ut a Scaevola est praetore salutatus Athenis Albucius. Quem quidem locum comit multa venustate et omni.",inactive,836-21-4871,V,1,2023-09-30T10:30:34+00:00,2024-02-15T22:37:38+00:00
95,United Charities Alliance,"A Graecis isdem de rebus alia ratione compositis, quid est, quod huc possit, quod melius sit, migrare de vita. His rebus instructus semper est in quo a nobis philosophia defensa et collaudata est, cum id, quod quaeritur, sit pulcherrimum. Etenim si delectamur, cum scribimus, quis est tam invidus, qui ab eo delectari, quod ista Platonis, Aristoteli, Theophrasti orationis ornamenta neglexerit. Nam illud quidem adduci vix possum, ut ea, quae dices, libenter assentiar. Probabo, inquit, modo ista sis aequitate, quam ostendis. Sed uti oratione perpetua.",inactive,188-84-6766,E,1,2024-04-11T07:02:15+00:00,2023-12-29T19:06:31+00:00
96,Together We Thrive,"Voluptatis. Sin autem summa voluptas est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant, propterea quod ipsa natura, ut ait ille, sciscat et probet, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et ad corpus referri, nec ob eam causam non multo maiores esse et voluptates et dolores animi quam corporis. Nam corpore nihil nisi praesens et quod quaeritur saepe, cur tam multi sint Epicurei, sunt aliae quoque causae, sed multitudinem haec maxime allicit, quod ita putant dici ab illo, recta et honesta quae sint, ea facere ipsa per se esse fugiendum. Itaque aiunt hanc quasi naturalem atque insitam.",inactive,264-47-8139,E,0,2024-08-20T18:09:24+00:00,2023-12-30T01:30:08+00:00
97,United Charities Alliance,"Octavio fuit, cum illam severitatem in eo quoque elaborare, ut sint illa vendibiliora, haec uberiora certe sunt. Quamquam id quidem facio provocatus gratissimo mihi libro, quem ad modum affecta nunc est, desiderat?' -- Nihil sane. -- 'At, si voluptas esset bonum, desideraret.' -- Ita credo. -- 'Non est igitur voluptas bonum.' Hoc ne statuam quidem dicturam pater aiebat, si loqui posset. Conclusum est enim aut utilior aut ad bene beateque vivendo a Platone disputata sunt, haec explicari non placebit Latine? Quid? Si nos non interpretum fungimur munere, sed tuemur ea.",inactive,909-00-2808,P,0,2023-11-25T02:07:31+00:00,2023-10-09T22:57:48+00:00
98,Compassion Outreach,Memoria voluptatis affert? Nec mihi.,active,158-26-9533,M,1,2023-12-16T11:02:15+00:00,2024-03-30T04:06:04+00:00
99,Charity One,"Loco dictum sit. Erit enim iam de omnium virtutum cursu ad voluptatem proprius disserendi locus. Nunc autem explicabo, voluptas ipsa.",active,738-47-7111,E,0,2024-04-01T13:12:36+00:00,2024-02-01T00:43:25+00:00
100,Hope and Love Charity,"At vero Epicurus una in domo, et ea quidem angusta, quam magnos quantaque amoris conspiratione consentientis tenuit amicorum greges! Quod fit etiam nunc ab Epicureis. Sed ad haec, nisi molestum est, habeo quae velim. An me.",deleted,679-45-3677,J,1,2024-01-17T05:03:17+00:00,2024-08-12T10:40:41+00:00
